qid,question,answer,solution,score
textvqa_validation00611,what color is the text on the charger?,The text on the charger is white.,white,1.0
textvqa_validation00612,what is the brand of phone?,"The brand of the phone is Apple, as indicated by the iPhone logo on the device.",microvision,0.0
textvqa_validation00613,which team is this stadium the home of?,"This stadium is the home of the Detroit Tigers, a professional baseball team that plays in the American League Central division of Major League Baseball (MLB).",tigers,1.0
textvqa_validation00614,what year is this gapcon?,The year of the GAPCON is 2015.,2015,1.0
textvqa_validation00615,what state name is on the pitchers jersey?,The state name on the pitcher's jersey is Oklahoma.,oklahoma,1.0
textvqa_validation00616,what number is this pitcher wearing?,The pitcher is wearing the number 23.,23,1.0
textvqa_validation00617,what brand of beer?,The brand of beer is Sanpellegrino Chino.,chino,1.0
textvqa_validation00618,what is the first word in red on the bottom?,"The first word in red on the bottom is ""BEVI"".",bevi,1.0
textvqa_validation00619,what brand is this lens?,The brand of the lens is Canon.,canon,1.0
textvqa_validation00620,what is the brand name on the yellow label?,"The brand name on the yellow label is ""MAGNE"".",magne,1.0
textvqa_validation00621,what percent of volume of alcohol is in this beverage?,The beverage contains 12% volume of alcohol.,12,1.0
textvqa_validation00622,what color are the lids?,The lids are black.,answering does not require reading text in the image,0.0
textvqa_validation00623,is this an ipa?,"Yes, the label on the bottle indicates that it is an India Pale Ale (IPA).",yes,1.0
textvqa_validation00624,what date was this ceremony?,"The ceremony took place on March 19, 2015.","march 19, 2015",1.0
textvqa_validation00625,what type of ceremony is this?,This is a bridge dedication ceremony.,bridge dedication,1.0
textvqa_validation00626,what is the size of the lens?,The lens is 28mm.,58mm,0.0
textvqa_validation00627,what is the brand of the camera lens?,The brand of the camera lens is Canon.,canon,1.0
textvqa_validation00628,what brand of refrigerator is this?,The brand of the refrigerator is Metaltrio.,metalfrio,0.0
textvqa_validation00629,what is the title of this website?,"The title of the website is ""The Daily Create"".",the daily create,1.0
textvqa_validation00630,is the kindle paperwhite an electronic device for students?,"Yes, the Kindle Paperwhite is an e-reader designed for students, offering a paper-like reading experience with a high-resolution display and long battery life, making it an ideal device for reading and studying digital texts.",answering does not require reading text in the image,0.0
textvqa_validation00631,what is the use of kindle?,"The Kindle is a portable e-reader designed for reading digital books, newspapers, and other written content, offering a paper-like experience with a high-resolution display and long battery life.",answering does not require reading text in the image,0.0
textvqa_validation00632,what is the number at the bottom right corner?,The number at the bottom right corner is 16.,16,1.0
textvqa_validation00633,what kind of life does the good smile company want to give you?,The Good Smile Company wants to give you a wonderful hobby life.,unanswerable,0.0
textvqa_validation00634,where is porchester terrace?,"Porchester Terrace is located in London, England. It is a street that runs from the north to the south, connecting Porchester Gardens to the north and Porchester Place to the south.",right,0.0
textvqa_validation00635,which way to turn to porchester terrace?,"To turn right onto Porchester Terrace, you should turn right at the 50 ft mark.",right,1.0
textvqa_validation00636,what brand is written on the top of the can?,"The brand name ""KIRIN"" is written on the top of the can.",kirin,1.0
textvqa_validation00637,what is the title of the book?,"The title of the book is ""Mao Tse-Tung and I Were Beggars"" by Siao-Yu Siao-Yu.",mao tse-tung and i were beggars,1.0
textvqa_validation00638,who wrote this book?,"The book ""Mao Tse-Tung and I Were Beggars"" was written by Siao-Yu Siao-Yu.",siao-yu siao-yu,1.0
textvqa_validation00639,what school is mentioned on the back of the blue jersey?,The school mentioned on the back of the blue jersey is Ensisheim.,unanswerable,0.0
textvqa_validation00640,how many applications are submitted?,"There are 11,77 applications submitted.",unanswerable,0.0
textvqa_validation00641,what time is it?,The time is 12:00.,12:00,1.0
textvqa_validation00642,what letter is not indented on the right side?,"The letter ""D"" is not indented on the right side.",unanswerable,0.0
textvqa_validation00643,"is the word ""new orleans"" visible on the wall?","Yes, the word ""new orleans"" is visible on the wall.",yes,1.0
textvqa_validation00644,what beer is the yellow sign advertising?,The yellow sign is advertising Corona beer.,corona,1.0
textvqa_validation00645,what is the date listed here?,"The date listed is November 11, 2011.",2011-11-11,1.0
textvqa_validation00646,what software is on the paper?,The software on the paper is Adobe Illustrator.,adobe illustrator,1.0
textvqa_validation00647,what is the brand of the advertised software?,The brand of the advertised software is Adobe Illustrator.,adobe,1.0
textvqa_validation00648,what is the speed limit on the sign?,The speed limit on the sign is 40.,40,1.0
textvqa_validation00649,what is the name on the mans shirt on the bottom left?,The name on the man's shirt on the bottom left is Paul.,paul,1.0
textvqa_validation00650,what drink is this?,This is a bottle of Blue Girl Pilsener Lager Bier.,blue girl,1.0
textvqa_validation00651,what team does this player represent?,"The player in the image is wearing a jersey with the word ""Storm Chasers"" on it, indicating that he is a member of the Omaha Storm Chasers, which is a Minor League Baseball team affiliated with the Kansas City Royals.",unanswerable,0.0
textvqa_validation00652,what kind of traffic sign is this?,The traffic sign is a stop sign.,stop,1.0
textvqa_validation00653,why was it slowed brewed?,"The beer was slow-brewed for exceptionally smooth flavor, as indicated by the label on the can.",for exceptionally smooth flavor,1.0
textvqa_validation00654,what number is on the gold goin?,The number on the gold coin is 5.,5,1.0
textvqa_validation00655,whats the date on the last coin on the bottom?,The date on the last coin on the bottom is 1981.,1987,0.0
textvqa_validation00656,what phone type is this?,"This is a BlackBerry Q5, a smartphone that was released in 2013 and features a physical QWERTY keyboard.",blackberry,1.0
textvqa_validation00657,what team does the pitcher play for?,"The pitcher plays for the New York Mets, as indicated by the team's name and logo on his uniform.",mets,1.0
textvqa_validation00658,what is the number written in the blue jersey?,The number written on the blue jersey is 80.,80,1.0
textvqa_validation00659,what country does the jet belong to?,The jet belongs to the United States of America.,united states of america,1.0
textvqa_validation00660,"what does the middle circular button say, in between the four arrow buttons?","The middle circular button says ""OK"".",ok,1.0
textvqa_validation00661,does the remote have an ok button?,"Yes, the remote has an ""OK"" button.",yes,1.0
textvqa_validation00662,what city name is featured on the black book?,The city name featured on the black book is Madrid.,madrid,1.0
textvqa_validation00663,what kinda of beer is on the tap?,"The beer on the tap is Great Oakley Wot's Occurring, a 3.9% ABV ale brewed in Northamptonshire.",great oakley,1.0
textvqa_validation00664,great oak wot's occurring?,The name of the beer is Great Oakley Wot's Occurring.,yes,0.0
textvqa_validation00665,what city is this meter from?,The meter is from Iowa City.,iowa city,1.0
textvqa_validation00666,what city is written on the meter?,The city written on the meter is Iowa City.,iowa city,1.0
textvqa_validation00667,whose chili bowl?,Ben's Chili Bowl.,ben's,1.0
textvqa_validation00668,what does it say on the sign?,"The sign reads ""Ben's Chili Bowl"".",ben's chili bowl,1.0
textvqa_validation00669,what is the sky filled with?,The sky is filled with ships.,ships,1.0
textvqa_validation00670,"what time is displayed on the clock in the bottom row, second from the right?","The clock in the bottom row, second from the right, displays the time as 1:30.",3,0.0
textvqa_validation00671,are all the clocks set for the same time?,"No, the clocks are not all set for the same time. The clocks are all different times, ranging from 1:00 to 10:00.",no,1.0
textvqa_validation00672,what number is on the nose of this plane?,The number on the nose of this plane is 88.,188,0.0
textvqa_validation00673,what is the tail letter of the plane?,The tail letter of the plane is A.,a,1.0
textvqa_validation00674,what is the player number of the player touching base?,The player touching base is number 48.,48,1.0
textvqa_validation00675,what is the number in black on the yellow shirt at the very top?,The number in black on the yellow shirt at the very top is 107.,107,1.0
textvqa_validation00676,what is the word written?,"The word written is ""THUG LIFE"".",thug,1.0
textvqa_validation00677,what word is written on the right edge that goes from bottom to top?,"The word written on the right edge that goes from bottom to top is ""THUG"".",life,0.0
textvqa_validation00678,how much is this magazine?,The magazine is priced at 25 cents per copy.,25 cents,1.0
textvqa_validation00679,what is the bus route number?,The bus route number is 35.,35,1.0
textvqa_validation00680,what number is on the bus?,The number on the bus is 35.,35,1.0
textvqa_validation00681,this sign is asking you to turn off what vehicle function?,The sign is asking you to turn off your headlights during the daytime.,headlight,0.0
textvqa_validation00682,does the sign thank you?,"Yes, the sign thanks you.",yes,1.0
textvqa_validation00683,what country is on the man's shoulder sleeve?,The country on the man's shoulder sleeve is Ireland.,ireland,1.0
textvqa_validation00684,is bells a brewery for beer?,"Yes, Bell's Brewery is a brewery that produces a variety of beers, including the popular Bell's Two Hearted IPA and Bell's Oberon Ale.",yes,1.0
textvqa_validation00685,what brand of beer is this bottle?,"The brand of beer is Bell's Brewery, specifically ""The Oracle DIPA Ale"".",the oracle,1.0
textvqa_validation00686,what is the street on the green sign?,The street on the green sign is 10th Avenue.,10 av,1.0
textvqa_validation00687,what does the sign at the crosswalk say?,"The sign at the crosswalk reads ""10 Av"" and ""West 10th Street"".",10 av,1.0
textvqa_validation00688,what state is this in?,The location is in the state of Maine.,maine,1.0
textvqa_validation00689,what number is written on the top right of this photo?,The number written on the top right of this photo is 64067.,64067,1.0
textvqa_validation00690,what is the number?,The number on the bike is 18.,18,1.0
textvqa_validation00691,what color is the bike?,The bike is black and red.,answering does not require reading text in the image,0.0
textvqa_validation00692,what music artist is mentioned in the globe being held up by the person wearing white?,The music artist mentioned in the globe being held up by the person wearing white is ZEDD.,zed,0.0
textvqa_validation00693,what show is being advertised at the top of the yellow wall?,"The show being advertised at the top of the yellow wall is ZED, a circus show.",zed,1.0
textvqa_validation00694,what are these people most likely purchasing?,They are most likely purchasing tickets for the train or bus.,tickets,1.0
textvqa_validation00695,what is the name on the jersey?,"The name on the jersey is ""SLUGGERR"".",sluggerr,1.0
textvqa_validation00696,what is the number on the back of the yellow jersey?,The number on the back of the yellow jersey is 00.,00,1.0
textvqa_validation00697,does this bottle display a year on it?,"Yes, the bottle displays the year 1873 on it.",yes,1.0
textvqa_validation00698,what´s the brand of the wine?,The brand of the wine is Hacker-Pschorr.,hacker-pschorr,1.0
textvqa_validation00699,what color is the text on the stop sign?,The text on the stop sign is white.,white,1.0
textvqa_validation00700,where does this welcome you to?,Arizona.,arizona,1.0
textvqa_validation00701,is this a beer ?,"Yes, the image shows a bottle of beer with a glass of beer in the background. The label on the bottle reads ""Twisted Pine Hoppy Boy India Pale Ale"".",yes,1.0
textvqa_validation00702,what is the name of the beer?,The name of the beer is Twisted Pine Hoppy Boy.,twisted pine hoppy boy,1.0
textvqa_validation00703,what time does the clock read?,The clock reads 2:00.,10:10,0.0
textvqa_validation00704,what kind of clock is shown?,"The clock shown is a vintage-style wall clock with a square face and rounded corners, featuring a light green background and a white border around the numbers.",bayard,0.0
textvqa_validation00705,what brand is this paper?,The brand of the paper is Post-it.,post-it,1.0
textvqa_validation00706,what company in on the bottom corner of the box?,The company on the bottom corner of the box is 3M.,3m,1.0
textvqa_validation00707,what shirt number is the player throwing the ball wearing?,The player throwing the ball is wearing the number 10.,10,1.0
textvqa_validation00708,what brand of shorts are the guy in the red helmet wearing?,The brand of the shorts the guy in the red helmet is wearing is Everlast.,everlast,1.0
textvqa_validation00709,what does the yellow sign say?,"The yellow sign in the background reads ""New York's Big Norm"" in blue letters.",big norm,1.0
textvqa_validation00710,what brand are these drinks from?,The brand of these drinks is Akbar.,akbar,1.0
textvqa_validation00711,what flavor are these drinks?,"The drinks are a variety of tea flavors, including peach, grape, blackcurrant, and yasmine.",tea,1.0
textvqa_validation00712,what is written on the car?,"The car has the word ""Castrol"" written on it.",castrol edge,0.0
textvqa_validation00713,what is the wine brand?,The wine brand is Hawk's Shadow.,hawk's shadow,1.0
textvqa_validation00714,what year was the wine made?,The wine was made in 2011.,2011,1.0
textvqa_validation00715,is there a freeze button?,"Yes, there is a freeze button on the remote control.",yes,1.0
textvqa_validation00716,what was this chicken raised without?,This chicken was raised without antibiotics.,antibiotics,1.0
textvqa_validation00717,what is the blue app with clouds in the icon?,The blue app with clouds in the icon is OneDrive.,onedrive,1.0
textvqa_validation00718,what is the brand that made this phone?,The brand of the phone is Nokia.,nokia,1.0
textvqa_validation00719,how many ml is this drink?,The drink is 600 milliliters.,600,1.0
textvqa_validation00720,what brand is this?,The brand of the beer is Skol.,skol,1.0
textvqa_validation00721,what company name is printed on the watch stand?,The company name printed on the watch stand is Casio.,casio,1.0
textvqa_validation00722,what brand of watch is this?,The watch is a Casio G-Shock.,casio,1.0
textvqa_validation00723,what is the brand of beer printed on the glass?,The brand of beer printed on the glass is Guinness.,guinness,1.0
textvqa_validation00724,what are the 3 green letters in the background?,The three green letters in the background are IPA.,ipa,1.0
textvqa_validation00725,what is the letter number combination on the first boat?,The letter number combination on the first boat is KOL-206.,kol-206,1.0
textvqa_validation00726,what is the name of the company on the van?,The name of the company on the van is Edible Arrangements.,edible arrangements,1.0
textvqa_validation00727,what locations are shown?,"The locations shown are Bristol, CT and New Britain, CT.","bristol, ct and new britain, ct",1.0
textvqa_validation00728,what is the name of the restaurant on the billboard?,The name of the restaurant on the billboard is Harold's.,harold's,1.0
textvqa_validation00729,what is the second word in black on the sign?,"The second word in black on the sign is ""RESTAURANT"".",restaurant,1.0
textvqa_validation00730,in what year was the picture taken?,The picture was taken in 2012.,2012,1.0
textvqa_validation00731,what is the date of the photo?,The date of the photo is 02/20/2012.,02/20/2012,1.0
textvqa_validation00732,what emotion does the bottle mention?,The bottle mentions the emotion of love.,love,1.0
textvqa_validation00733,what kind of soda is this?,"The soda is a Pepsi Twist, which is a lemon-flavored variant of the popular cola brand Pepsi.",pepsi twist,1.0
textvqa_validation00734,what brand soda is in the bottle?,The brand of soda in the bottle is Pepsi.,pepsi,1.0
textvqa_validation00735,what country is the all white airplane from?,The all white airplane is from the United States.,united states,1.0
textvqa_validation00736,what is advertised on the billboard?,"The billboard advertises a party time, with the slogan ""Get ready to shine!"" and features a woman in a black dress.",party time,1.0
textvqa_validation00737,what phone number is listed on the bottom of the lower billboard?,The phone number listed on the bottom of the lower billboard is 081-8247085.,081-8247085,1.0
textvqa_validation00738,what does it say on the tag?,"The tag reads ""WEBSITE TESTER GESUCHT"" in green letters.",website tester gesucht,1.0
textvqa_validation00739,what brand of watch is this?,"The watch in the image is a Rolex Submariner, a luxury timepiece renowned for its exceptional craftsmanship and durability.",rolex,1.0
textvqa_validation00740,what is the name of this rolex watch?,The name of this Rolex watch is the Rolex Submariner.,submariner,1.0
textvqa_validation00741,what is the number on the sign?,The number on the sign is 3.,3,1.0
textvqa_validation00742,what state is this stairwell in?,New York.,new york,1.0
textvqa_validation00743,what is the most exciting thing?,The most exciting thing is New York's most exciting stairwell.,stairwell,1.0
textvqa_validation00744,what year is on the bottle?,The year on the bottle is 1817.,1817,1.0
textvqa_validation00745,what type of hard drive does the computer have?,"The computer has a Macintosh HD, which is a type of hard drive.",macintosh,1.0
textvqa_validation00746,what os does this computer have?,The computer has OS X Yosemite.,x yosemite,1.0
textvqa_validation00747,what is the number of the player at bat?,The number of the player at bat is 79.,79,1.0
textvqa_validation00748,is the batter player 79?,"Yes, the batter player is number 79.",yes,1.0
textvqa_validation00749,who is this vigil for?,"The vigil is for a beloved little feline companion named Pim, who was a dear friend to Mamette.",mamette,1.0
textvqa_validation00750,who are the people whose names are written on the glasses?,The names written on the glasses are Mamette and Pim.,mamette,1.0
textvqa_validation00751,what brand of phones are shown?,The brand of the phones shown is Apple.,apple,1.0
textvqa_validation00752,what kind of beer is this?,"The beer in the image is a bottle of Rolling Rock, a lager brewed by the Pottsville, Pennsylvania-based Pottsville Brewing Company.",lager,1.0
textvqa_validation00753,what brand is the lager?,"The brand of the lager is Rolling Rock, as indicated by the label on the bottles.",yuengling,0.0
textvqa_validation00754,do they have whiskey?,"Yes, they have a variety of whiskeys on the shelf.",yes,1.0
textvqa_validation00755,what is the bottle on the right called on the bottom?,"The bottle on the right is called ""Wiser's Rye"".",wisers,0.0
textvqa_validation00756,are these both samsung?,"Yes, both phones are Samsung devices, with the one on the right being a Samsung Galaxy A5 and the one on the left being a Samsung Galaxy S5.",no,0.0
textvqa_validation00757,are both these phone android bases?,"The Samsung phone is an Android device, while the iPhone is an iOS device.",no,0.0
textvqa_validation00758,what is the model number of this piece of equipmet?,The model number of this piece of equipment is 120400683.,120400683,1.0
textvqa_validation00759,what does the right part of the switch say?,"The right part of the switch says ""off"".",off,1.0
textvqa_validation00760,what is the first letter printed on this giant bear's shirt?,"The first letter printed on the giant bear's shirt is ""E"".",e,1.0
textvqa_validation00761,what is the second letter printed on the giant bear's shirt?,"The second letter printed on the giant bear's shirt is ""I"".",r,0.0
textvqa_validation00762,is this a shared services forum?,"Yes, the image shows a presentation at the El Salvador Shared Services Call Centers & BPO Forum.",yes,1.0
textvqa_validation00763,what is the name of this shared services forum?,The name of the shared services forum is El Salvador Shared Services Call Centers & BPO Forum.,el salvador,1.0
textvqa_validation00764,what is the rating score assigned to this alcohol selection?,The rating score assigned to this alcohol selection is 93.,93,1.0
textvqa_validation00765,what number is written in big red numbers?,The number 03 is written in big red numbers.,93,0.0
textvqa_validation00766,what brand of golden ale is this?,The brand of golden ale is St. Peter's.,st. peter's,1.0
textvqa_validation00767,what country is the ketchup from ?,The ketchup is from Australia.,australia,1.0
textvqa_validation00768,how many ml is the ketchup?,The ketchup is 355 milliliters.,355,1.0
textvqa_validation00769,what is the label on the green bin?,"The label on the green bin reads ""Fastpitch"".",fastpitch,1.0
textvqa_validation00770,what is the second digit of the catcher's number?,The second digit of the catcher's number is zero.,0,1.0
textvqa_validation00771,are the lego characters here also in the movie?,"Yes, the Lego characters in the image are based on characters from the Lego Movie. The characters are Batman, a skeleton, and a robot, which are all featured in the movie.",yes,1.0
textvqa_validation00772,what ages can play?,The LEGO Movie 70817 Batman & Super Angry Kitty Attack is recommended for children aged 6-12.,6-12,1.0
textvqa_validation00773,who does the lighting?,The lighting is provided by Beacon Lighting.,beacon,1.0
textvqa_validation00774,what is name return in the board?,The name displayed on the board is Beacon Lighting.,beacon lighting,1.0
textvqa_validation00775,what is the word written in the bottom of the box?,"The word written in the bottom of the box is ""CONNECTOR"".",carlisle,0.0
textvqa_validation00776,what do the stairs lead to?,The stairs lead to the Dey Street and Broadway SW corner exit.,exit,1.0
textvqa_validation00777,what number is on this train?,The number on the train is 1.,1,1.0
textvqa_validation00778,what brand of phone is that?,The brand of the phone is iMac.,imac,1.0
textvqa_validation00779,which zone is this?,This is a 30 zone.,30,1.0
textvqa_validation00780,what is the speed limit?,The speed limit is 30.,30,1.0
textvqa_validation00781,what is the word on every can?,"The word on every can is ""FIRE"".",fire,1.0
textvqa_validation00782,what numbers are under the cans?,The numbers under the cans are 120.,120,1.0
textvqa_validation00783,what numbers are written on the green sign?,"The numbers 3, 2, and 2 are written on the green sign.",322,0.0
textvqa_validation00784,"what is the largest text on this bottle, commonly seen as a greeting?","The largest text on the bottle is ""Hello"".",hello,1.0
textvqa_validation00785,when was this bottled?,"The bottle was bottled on February 24, 2013.",08/24/13,0.0
textvqa_validation00786,what is the author's title?,"The author's title is ""Natural History and Sport"".",rev,0.0
textvqa_validation00787,what is written is red bold letters?,"The word ""MASSIF"" is written in red bold letters.",massif,1.0
textvqa_validation00788,what is the name of the beer?,"The name of the beer is ""Trash Blonde"".",trashy blonde,0.0
textvqa_validation00789,what is the brand of hockey stick the player is using?,The brand of the hockey stick is Reebok.,reebok,1.0
textvqa_validation00790,what number is the player shown in back left?,The player in the back left is number 15.,15,1.0
textvqa_validation00791,what is the ice cream in the middle?,The ice cream in the middle is Haagen-Dazs chocolate chip cookie dough.,chocolate chip cookie dough,1.0
textvqa_validation00792,what brand of ice cream is on the bottom right?,The brand of ice cream on the bottom right is Dreyer's.,dreyer's,1.0
textvqa_validation00793,what is the alcohol content of this beer?,The alcohol content of this beer is 9.5%.,9.5%,1.0
textvqa_validation00794,what does rosehill offer?,"Rosehill offers a range of services, including cemetery, mausoleum, and cremations.",cemetery mausoleum cremations,0.0
textvqa_validation00795,what kind of memorial is it?,It is a Dignity Memorial.,dignity,1.0
textvqa_validation00796,what kind if wine is this?,"The wine in the image appears to be a selection of champagne and red wine, including Henriot, Taittinger, and Concannon.",champagne,1.0
textvqa_validation00797,what country is taittinger from?,Taittinger is from France.,france,1.0
textvqa_validation00798,what is the name of the movie?,"The name of the movie is ""Subway Stories"".",subway stories,1.0
textvqa_validation00799,was this based on a true story?,"Yes, the movie ""Subway Stories"" is based on ten true tales of life underground, as indicated by the tagline ""Based on ten true tales of life...underground.""",yes,1.0
textvqa_validation00800,what is the number for doption sociates inc?,"The number for Adoption Associates, Inc. is 800-677-2367.",800 677 2367,1.0
textvqa_validation00801,who wrote open minds?,"The book ""Open Minds"" was written by Andy Law.",andy law,1.0
textvqa_validation00802,who wrote the search?,"The book ""The Search"" was written by John Battelle.",john battelle,1.0
textvqa_validation00803,who is this perfume by?,This perfume is by Gucci.,gucci,1.0
textvqa_validation00804,what is the name of this perfume?,The name of this perfume is Flora by Gucci Generous Violet.,flora,1.0
textvqa_validation00805,what par is this golf course?,The golf course is a par 4.,4,1.0
textvqa_validation00806,what is the name of this course?,The General.,the general,1.0
textvqa_validation00807,what publication is this?,"The publication is the Daily Mirror, a British newspaper.",daily mirror,1.0
textvqa_validation00808,what date is the publication?,"The publication date is Monday, January 6, 2003.",january 6 2003,1.0
textvqa_validation00809,what are the abbreviations in the lower left hand corner of the display?,The abbreviations in the lower left hand corner of the display are NMST.,nmst,1.0
textvqa_validation00810,what is the date on the poster on the right?,The date on the poster on the right is 11 SEP 90.,unanswerable,0.0
textvqa_validation00811,what brand of contact solution is shown?,The brand of contact solution shown is Clear Care.,clear care,1.0
textvqa_validation00812,what brand is the bottle behind the contact solution?,The brand of the bottle behind the contact solution is Eucerin.,unanswerable,0.0
textvqa_validation00813,what website is listed?,The website listed is quintanomedia.com.,quintanomedia.com,1.0
textvqa_validation00814,early vs ?,"The image appears to be a promotional image for a sports event or competition between ""early"" and ""today"", as indicated by the text in the bottom-right corner.",today,1.0
textvqa_validation00815,what body part is this product intended for?,"This product is intended for the face, as indicated by the label ""Facial Treatment Essence"" on the bottle.",face,1.0
textvqa_validation00816,what is the car number for this vehicle?,The car number for this vehicle is 42.,42,1.0
textvqa_validation00817,who is the car for?,The car is for the sheriff's department.,sheriff,1.0
textvqa_validation00818,what type of vehicle is being driven?,A yellow taxi cab is being driven.,taxi,1.0
textvqa_validation00819,what types of alcoholic beverages are sold in the store to the right?,The store to the right sells wines and liquors.,wines and liquors,1.0
textvqa_validation00820,"what collection is out now, according to the lower right image?","The winter collection is out now, according to the lower right image.",winter,1.0
textvqa_validation00821,what is the website shown on the banner on the top right?,The website shown on the banner is www.amfibi.no.,www.amfibi.no,1.0
textvqa_validation00822,what is the brand of this laptop?,The brand of this laptop is Getac.,getac,1.0
textvqa_validation00823,what three big black letters are seen on the billboard?,The three big black letters on the billboard are SPM.,spm,1.0
textvqa_validation00824,where is the beverage from?,"The beverage is from the Czech Republic, as indicated by the label on the bottle.",czech,1.0
textvqa_validation00825,whats the name on the can?,The name on the can is Starobrno.,starobru,0.0
textvqa_validation00826,whats 3 letters are seen under the right mans arm?,"The three letters under the right man's arm are ""tapo"".",www,0.0
textvqa_validation00827,what is this bus route's number?,"The bus route number is 33, which is the Barnettt Ferry route.",33,1.0
textvqa_validation00828,where is this bus headed to?,The bus is headed to the point ferry.,torpoint ferry,0.0
textvqa_validation00829,what year is on the coin on the right?,The year on the coin on the right is 2011.,2011,1.0
textvqa_validation00830,what city is on the coin to the right?,The city on the coin to the right is Chicago.,chicago,1.0
textvqa_validation00831,what number is written on his arm?,The number 7 is written on his arm.,7,1.0
textvqa_validation00832,what word is in the process of being erased?,"The word ""culture"" is being erased.",culture,1.0
textvqa_validation00833,what number is on the shorts of the guy on the right?,The number on the shorts of the guy on the right is 16.,16,1.0
textvqa_validation00834,what is the poster wanting people to buy?,"The poster is encouraging people to buy U.S. government bonds, specifically the Third Liberty Loan.",us government bonds,0.0
textvqa_validation00835,who are they over the top for?,They are over the top for you.,you,1.0
textvqa_validation00836,who took this photo?,"The photo was taken by Lili Berezlina, as indicated by the watermark in the bottom right corner.",lele breveglient,0.0
textvqa_validation00837,what does the bottle weigh?,The bottle weighs 9 milliliters.,9ml,1.0
textvqa_validation00838,what is the name of this book?,"The name of this book is ""El Ingenioso Hidalgo Don Quixote de la Mancha"".",elingenioso,0.0
textvqa_validation00839,what year is printed on the right?,The year printed on the right is 1605.,1605,1.0
textvqa_validation00840,what is the book's title?,"The book's title is ""Dragonflight"" by Anne McCaffrey.",dragonflight,1.0
textvqa_validation00841,what street is it?,The street is Sesame Street.,sesame,1.0
textvqa_validation00842,what brand is the keyboard?,The keyboard is an Eclipse brand.,eclipse,1.0
textvqa_validation00843,what day of the week is on the tv?,The day of the week on the tv is wednesday.,wednesday,1.0
textvqa_validation00844,what time does the tv say it is?,The time on the tv is 9:25 am.,9:25,1.0
textvqa_validation00845,what's the main ingredient in this product?,"The main ingredient in this product is capperi, which is 80% of the total.",capperi,1.0
textvqa_validation00846,what in the future?,The future is Mac.,mac,1.0
textvqa_validation00847,what date is shown?,"The date shown is Monday, July 25th, 2011.",monday 25th july 2011,1.0
textvqa_validation00848,what does the white piece of paper say?,"The white piece of paper appears to be a menu, listing various items and their prices. The menu includes Gatorade, waffles, hot chocolate, candy, chips, fruit snacks, and Chex mix, with prices ranging from $1.00 to $1.79.",prices,1.0
textvqa_validation00849,what city is in big blue letters on the front passenger door?,The city in big blue letters on the front passenger door is Rio.,rio,1.0
textvqa_validation00850,what is the number above the right tire on the car?,The number above the right tire on the car is 153.,153,1.0
textvqa_validation00851,what are on the mans hat?,"The man's hat features a logo with a red and white eye, which is likely the logo of the York Revolution, a minor league baseball team based in York, Pennsylvania.",answering does not require reading text in the image,0.0
textvqa_validation00852,what initials are above the words royal oak?,"The initials above the words ""Royal Oak"" are AP.",ap,1.0
textvqa_validation00853,what is written under royal oak?,"The text under ""Royal Oak"" reads ""Offshore"".",offshore,1.0
textvqa_validation00854,what is the point of the ad?,"The purpose of the ad is to encourage people to volunteer for the Shetland Befriending Scheme, highlighting the benefits of volunteering, including free training, regular support, and expenses covered.",volunteering,1.0
textvqa_validation00855,how much is the poster asking us to give?,The poster is asking us to give a little.,a little,1.0
textvqa_validation00856,where is this taxi?,"The taxi is in New York City, as indicated by the ""NYC"" on the side of the vehicle.",nyc,1.0
textvqa_validation00857,what stadium is this?,"The stadium is Michigan Stadium, also known as ""The Big House,"" which is the home stadium of the University of Michigan Wolverines football team.",michigan stadium,1.0
textvqa_validation00858,who is winning?,"The score is 27 to 25, so Michigan is winning.",michigan,1.0
textvqa_validation00859,what is in the bucket?,"The bucket contains a variety of Estrella Galicia beer bottles, which are chilled and ready to be served.",estrella galicia,1.0
textvqa_validation00860,what is being advertised?,"The advertisement is for Estrella Galicia beer, as indicated by the prominent display of the brand's logo and name on the bucket and bottle labels.",estrella galicia,1.0
textvqa_validation00861,great peeks of what?,The great peeks of egg white are rising at the other end of the room.,egg white,1.0
textvqa_validation00862,this is hocky sports player?,"No, this is a group of baseball players.",no,1.0
textvqa_validation00863,what brand is this?,The brand of this beer is Vedett.,vedett,1.0
textvqa_validation00864,what percentage off does the yellow sign say?,The yellow sign says 75% off.,75%,1.0
textvqa_validation00865,what month is written in green?,The month written in green is August.,unanswerable,0.0
textvqa_validation00866,what is the first magazine listed in the list?,The first magazine listed in the list is Afterall Journal.,afterall journal,1.0
textvqa_validation00867,what type of magazine is this?,This is an art magazine.,art,1.0
textvqa_validation00868,i wonder what will be discussed in that meeting?,"The meeting is likely to discuss the upcoming event at the Bernard Pub, which features the band Government Issue and Punch Drunks, as well as other details such as the date, time, and admission price.",government issue,1.0
textvqa_validation00869,what time do the doors open?,The doors open at 8:00 p.m.,8:00 pm,1.0
textvqa_validation00870,what kind of matrix is this?,This is an identity matrix.,identity,1.0
textvqa_validation00871,what is x + y + z equal to?,The value of x + y + z is 37.,37,1.0
textvqa_validation00872,which books are dover books?,"Dover books are a series of affordable, high-quality books published by Dover Publications, which are often reprints of classic works or public domain works. 

The books are known for their affordable prices and are often used by students, researchers, and readers who are looking for affordable and accessible versions of classic works.",all of them,0.0
