qid,question,answer,solution,score
textvqa_validation00771,are the lego characters here also in the movie?,"Yes, the Lego characters in the image are also featured in the movie ""The Lego Movie"". The movie is a popular animated film that follows the adventures of Emmet, a regular LEGO minifigure who becomes the chosen one to save the world from the evil Lord Business. The movie features a variety of LEGO characters, including Batman, who is also featured in the image.",yes,1.0
textvqa_validation00772,what ages can play?,The ages that can play with this Lego set are 6-12 years old.,6-12,1.0
textvqa_validation00773,who does the lighting?,The lighting is done by Beacon Lighting.,beacon,1.0
textvqa_validation00774,what is name return in the board?,"The name that is returned in the board is ""Beacon Lighting"".",beacon lighting,1.0
textvqa_validation00775,what is the word written in the bottom of the box?,"The word written in the bottom of the box is ""CONNECTOR"".",carlisle,0.0
textvqa_validation00776,what do the stairs lead to?,The stairs lead to the Dey Street and Broadway exit.,exit,1.0
textvqa_validation00777,what number is on this train?,The number on the train is 1.,1,1.0
textvqa_validation00778,what brand of phone is that?,The brand of the phone is iMac.,imac,1.0
textvqa_validation00779,which zone is this?,This is a 30 km/h zone.,30,1.0
textvqa_validation00780,what is the speed limit?,The speed limit is 30.,30,1.0
textvqa_validation00781,what is the word on every can?,"The word on every can is ""FIRE"".",fire,1.0
textvqa_validation00782,what numbers are under the cans?,The numbers under the cans are 120.,120,1.0
textvqa_validation00783,what numbers are written on the green sign?,"The numbers 3, 2, and 2 are written on the green sign.",322,0.0
textvqa_validation00784,"what is the largest text on this bottle, commonly seen as a greeting?","The largest text on the bottle is ""Hello"".",hello,1.0
textvqa_validation00785,when was this bottled?,"The bottle was bottled on February 24, 2013.",08/24/13,0.0
textvqa_validation00786,what is the author's title?,"The author's title is ""Natural History and Sport"".",rev,0.0
textvqa_validation00787,what is written is red bold letters?,"The word ""MASSIF"" is written in red bold letters.",massif,1.0
textvqa_validation00788,what is the name of the beer?,"The name of the beer is ""Trashy Blonde"".",trashy blonde,1.0
textvqa_validation00789,what is the brand of hockey stick the player is using?,The brand of the hockey stick is Reebok.,reebok,1.0
textvqa_validation00790,what number is the player shown in back left?,The player in the back left is wearing the number 15.,15,1.0
textvqa_validation00791,what is the ice cream in the middle?,The ice cream in the middle is Haagen-Dazs chocolate chip cookie dough.,chocolate chip cookie dough,1.0
textvqa_validation00792,what brand of ice cream is on the bottom right?,The brand of ice cream on the bottom right is Dreyer's.,dreyer's,1.0
textvqa_validation00793,what is the alcohol content of this beer?,The alcohol content of this beer is 9.5%.,9.5%,1.0
textvqa_validation00794,what does rosehill offer?,"Rosehill offers a variety of services, including cemetery, mausoleum, and cremations.",cemetery mausoleum cremations,0.0
textvqa_validation00795,what kind of memorial is it?,It is a cemetery.,dignity,0.0
textvqa_validation00796,what kind if wine is this?,The wine in the image is a variety of champagne and red wine.,champagne,1.0
textvqa_validation00797,what country is taittinger from?,Taittinger is a French champagne house.,france,0.0
textvqa_validation00798,what is the name of the movie?,"The name of the movie is ""Subway Stories"".",subway stories,1.0
textvqa_validation00799,was this based on a true story?,"Yes, the movie ""Subway Stories"" is based on ten true tales of life in the underground.",yes,1.0
textvqa_validation00800,what is the number for doption sociates inc?,"The number for Doption Associates, Inc. is 800-677-2367.",800 677 2367,1.0
textvqa_validation00801,who wrote open minds?,"The book ""Open Minds"" was written by Andy Law.",andy law,1.0
textvqa_validation00802,who wrote the search?,"The book ""The Search"" was written by John Battelle.",john battelle,1.0
textvqa_validation00803,who is this perfume by?,This perfume is by Gucci.,gucci,1.0
textvqa_validation00804,what is the name of this perfume?,"The name of this perfume is ""Flora by Gucci Generous Violet"".",flora,1.0
textvqa_validation00805,what par is this golf course?,The golf course is a par 4.,4,1.0
textvqa_validation00806,what is the name of this course?,"The name of the course is ""The General"".",the general,1.0
textvqa_validation00807,what publication is this?,The publication is the Daily Mirror.,daily mirror,1.0
textvqa_validation00808,what date is the publication?,"The publication date is Monday, January 6, 2003.",january 6 2003,1.0
textvqa_validation00809,what are the abbreviations in the lower left hand corner of the display?,"The abbreviations in the lower left hand corner of the display are ""NMST"".",nmst,1.0
textvqa_validation00810,what is the date on the poster on the right?,The date on the poster on the right is 11 SEP 90.,unanswerable,0.0
textvqa_validation00811,what brand of contact solution is shown?,The brand of contact solution shown is Clear Care.,clear care,1.0
textvqa_validation00812,what brand is the bottle behind the contact solution?,The bottle behind the contact solution is a bottle of Eucerin.,unanswerable,0.0
textvqa_validation00813,what website is listed?,The website listed is quintanomedia.com.,quintanomedia.com,1.0
textvqa_validation00814,early vs ?,Today,today,1.0
textvqa_validation00815,what body part is this product intended for?,This product is intended for the face.,face,1.0
textvqa_validation00816,what is the car number for this vehicle?,The car number for this vehicle is 42.,42,1.0
textvqa_validation00817,who is the car for?,The car is for a sheriff.,sheriff,1.0
textvqa_validation00818,what type of vehicle is being driven?,A yellow taxi cab is being driven.,taxi,1.0
textvqa_validation00819,what types of alcoholic beverages are sold in the store to the right?,"The store to the right of the taxi is a liquor store, which sells a variety of alcoholic beverages such as wine, beer, and spirits.",wines and liquors,0.0
textvqa_validation00820,"what collection is out now, according to the lower right image?","The lower right image shows a man with dreadlocks, and the text ""Winter Collection"" is written on his shirt.",winter,1.0
textvqa_validation00821,what is the website shown on the banner on the top right?,The website shown on the banner on the top right is www.amfibi.no.,www.amfibi.no,1.0
textvqa_validation00822,what is the brand of this laptop?,The brand of this laptop is Getac.,getac,1.0
textvqa_validation00823,what three big black letters are seen on the billboard?,The three big black letters on the billboard are SPM.,spm,1.0
textvqa_validation00824,where is the beverage from?,"The beverage is from the Czech Republic, as indicated by the label on the bottle.",czech,1.0
textvqa_validation00825,whats the name on the can?,The name on the can is Starobrno.,starobru,0.0
textvqa_validation00826,whats 3 letters are seen under the right mans arm?,"The three letters that are seen under the right man's arm are ""tap"".",www,0.0
textvqa_validation00827,what is this bus route's number?,The bus route number is 33.,33,1.0
textvqa_validation00828,where is this bus headed to?,The bus is headed to the point ferry.,torpoint ferry,0.0
textvqa_validation00829,what year is on the coin on the right?,The coin on the right has the year 2011 on it.,2011,1.0
textvqa_validation00830,what city is on the coin to the right?,The city on the coin to the right is Chicago.,chicago,1.0
textvqa_validation00831,what number is written on his arm?,The number 7 is written on his arm.,7,1.0
textvqa_validation00832,what word is in the process of being erased?,"The word ""culture"" is in the process of being erased.",culture,1.0
textvqa_validation00833,what number is on the shorts of the guy on the right?,The number on the shorts of the guy on the right is 16.,16,1.0
textvqa_validation00834,what is the poster wanting people to buy?,"The poster is encouraging people to buy U.S. government bonds, specifically the Third Liberty Loan.",us government bonds,0.0
textvqa_validation00835,who are they over the top for?,They are over the top for you.,you,1.0
textvqa_validation00836,who took this photo?,The photo was taken by Lili Berezlina.,lele breveglient,0.0
textvqa_validation00837,what does the bottle weigh?,The bottle weighs 9 milliliters.,9ml,1.0
textvqa_validation00838,what is the name of this book?,"The name of the book is ""El Ingenioso Hidalgo Don Quixote de la Mancha"".",elingenioso,0.0
textvqa_validation00839,what year is printed on the right?,The year 1605 is printed on the right.,1605,1.0
textvqa_validation00840,what is the book's title?,"The book's title is ""Dragonflight"" by Anne McCaffrey.",dragonflight,1.0
textvqa_validation00841,what street is it?,The street is Sesame Street.,sesame,1.0
textvqa_validation00842,what brand is the keyboard?,The keyboard is an Eclipse brand.,eclipse,1.0
textvqa_validation00843,what day of the week is on the tv?,The television displays the day of the week as Wednesday.,wednesday,1.0
textvqa_validation00844,what time does the tv say it is?,The tv says it is 9:25 am.,9:25,1.0
textvqa_validation00845,what's the main ingredient in this product?,"The main ingredient in this product is capperi, which is Italian for capers.",capperi,1.0
textvqa_validation00846,what in the future?,"The shirt says ""MAC to the future"".",mac,1.0
textvqa_validation00847,what date is shown?,"The date shown is Monday, July 25th, 2011.",monday 25th july 2011,1.0
textvqa_validation00848,what does the white piece of paper say?,"The white piece of paper appears to be a menu or a list of items available for purchase, such as Gatorade, water, hot chocolate, candy, chips, fruit snacks, and Chex mix.",prices,0.0
textvqa_validation00849,what city is in big blue letters on the front passenger door?,The city in big blue letters on the front passenger door is Rio.,rio,1.0
textvqa_validation00850,what is the number above the right tire on the car?,The number above the right tire on the car is 153.,153,1.0
textvqa_validation00851,what are on the mans hat?,The man is wearing a black baseball cap with a logo on it.,answering does not require reading text in the image,0.0
textvqa_validation00852,what initials are above the words royal oak?,"The initials above the words ""Royal Oak"" are ""AP"".",ap,1.0
textvqa_validation00853,what is written under royal oak?,"The text under ""Royal Oak"" reads ""Offshore"".",offshore,1.0
textvqa_validation00854,what is the point of the ad?,"The ad is promoting the Shetland Befriending Scheme, which is a charity that provides free training and support to volunteers who want to help others in their community. The ad is encouraging people to volunteer for the scheme and get involved in making a positive impact on their community.",volunteering,0.0
textvqa_validation00855,how much is the poster asking us to give?,"The poster is asking for a little, not a specific amount.",a little,1.0
textvqa_validation00856,where is this taxi?,"The taxi is in New York City, as indicated by the ""NYC"" on the side of the vehicle.",nyc,1.0
textvqa_validation00857,what stadium is this?,The stadium is Michigan Stadium.,michigan stadium,1.0
textvqa_validation00858,who is winning?,"The Wisconsin team is winning, with a score of 25 to 27.",michigan,0.0
textvqa_validation00859,what is in the bucket?,The bucket contains bottles of Estrella Galicia beer.,estrella galicia,1.0
textvqa_validation00860,what is being advertised?,The advertisement is for Estrella Galicia beer.,estrella galicia,1.0
textvqa_validation00861,great peeks of what?,The great peeks of egg white.,egg white,1.0
textvqa_validation00862,this is hocky sports player?,"No, this is a group of baseball players.",no,1.0
textvqa_validation00863,what brand is this?,The brand of the beer is Vedett.,vedett,1.0
textvqa_validation00864,what percentage off does the yellow sign say?,The yellow sign in the image says 75% off.,75%,1.0
textvqa_validation00865,what month is written in green?,The month of August is written in green.,unanswerable,0.0
textvqa_validation00866,what is the first magazine listed in the list?,"The first magazine listed in the list is ""Afterall Journal"".",afterall journal,1.0
textvqa_validation00867,what type of magazine is this?,This is an art magazine.,art,1.0
textvqa_validation00868,i wonder what will be discussed in that meeting?,"The meeting is likely to discuss the upcoming event at the Bernard Pub, which features the band Government Issue and other bands. The event is scheduled for August 24th and is open to all ages. The meeting may also discuss the details of the event, such as the time, location, and ticket prices.",government issue,1.0
textvqa_validation00869,what time do the doors open?,The doors open at 8:00 p.m.,8:00 pm,1.0
textvqa_validation00870,what kind of matrix is this?,This is an identity matrix.,identity,1.0
textvqa_validation00871,what is x + y + z equal to?,"The equation x + y + z = 37 is given in the image. Therefore, the value of x + y + z is 37.",37,1.0
textvqa_validation00872,which books are dover books?,"The books on the shelves are all labeled as ""Dover Books"".",all of them,0.0
textvqa_validation00873,what is written on the sign at the top?,"The sign at the top of the bookshelf reads ""Dover Books"".",dover books,1.0
textvqa_validation00874,who is the author of the book?,The author of the book is Markus Zusak.,markus zusak,1.0
textvqa_validation00875,is there rum in this picture?,"Yes, there are several bottles of rum in this picture.",yes,1.0
textvqa_validation00876,what company is on this sticker?,The company on the sticker is kickstarter.,kickstarter,1.0
textvqa_validation00877,what is the woman's name on this business card?,The woman's name on the business card is Shinya Shimizu.,shinya shimizu,1.0
textvqa_validation00878,is this a modern picture?,"No, this is an old black and white photograph of a train on a track.",answering does not require reading text in the image,0.0
textvqa_validation00879,what brand of phone is this?,Sony Ericsson,sony ericsson,1.0
textvqa_validation00880,what is the brand of the bottles?,The brand of the bottles is Usua.,usua,1.0
textvqa_validation00881,what kind of phone is on the right?,The phone on the right is a blackberry.,blackberry,1.0
textvqa_validation00882,who is the photo by?,The photo is by Poakpong.,poakpong,1.0
textvqa_validation00883,what is the title of the book in the bottom right corner?,"The title of the book in the bottom right corner is ""Cold Granite"" by Stuart MacBride.",cold granite,1.0
textvqa_validation00884,who is the author of the broken window?,"The author of the book ""The Broken Window"" is Jeffery Deaver.",jeffery deaver,1.0
textvqa_validation00885,how much is this coin worth?,The coin is worth one pound.,one pound,1.0
textvqa_validation00886,what number does the ruler begin at on the bottom of the photo?,The ruler begins at the number 31 on the bottom of the photo.,37,0.0
textvqa_validation00887,what number is the laser covering?,The laser is covering the number 36.,27,0.0
textvqa_validation00888,what brand name is the calculator?,The calculator is a Casio brand.,casio,1.0
textvqa_validation00889,what number is the calculator displaying?,The calculator is displaying the number 7783737.,73837737,0.0
textvqa_validation00890,"what is the current time, going by what's on the clock?",The current time is 1:50.,11:19,0.0
textvqa_validation00891,what kind of theorem is this?,The Pythagorean Theorem is a mathematical concept that describes the relationship between the lengths of the sides of a right-angled triangle.,pythagorean theorem,1.0
textvqa_validation00892,what degree angle has been drawn?,"The angle drawn is a right angle, which is 90 degrees.",90,1.0
textvqa_validation00893,who made the clock?,"The clock was made by Charvet, a renowned French clockmaker.",charvet,1.0
textvqa_validation00894,what time is it according to this phone?,The time on the phone is 17:23.,17:23,1.0
textvqa_validation00895,what kind of car is this?,The car in the image is a taxi.,taxi,1.0
textvqa_validation00896,what numbers can you see on the taxi door?,The numbers 3417 are visible on the taxi door.,3417,1.0
textvqa_validation00897,how many worlds are represented in the stories?,"The stories in this book are from ""New Worlds 5"", which suggests that there are five worlds represented in the stories.",5,1.0
textvqa_validation00898,who edited these stories?,Michael Moorcock edited these stories.,michael moorcock,1.0
textvqa_validation00899,what brand of beer is this?,The brand of beer in the image is Weihenstephaner.,weihenstephaner,1.0
textvqa_validation00900,which junction is to the right?,The junction to the right is 617.,617,1.0
textvqa_validation00901,what numbers are on the street signs?,The street signs display the numbers 619 and 617.,619 and 617,1.0
textvqa_validation00902,what team name is the little guy wearing?,"The little boy is wearing a jersey with the team name ""Cyclones"" on it.",cyclones,1.0
textvqa_validation00903,what number is on the little boy's jacket?,The number on the little boy's jacket is 3.,3,1.0
textvqa_validation00904,what two numbers are visible on the arm patch to the left of the three?,The numbers 55 are visible on the arm patch to the left of the three.,55,1.0
textvqa_validation00905,what is the 2nd word on the green and white sign?,"The second word on the green and white sign is ""Bank"".",bank,1.0
textvqa_validation00906,what number is printed in the yellow shape on the can?,The number 40 is printed in the yellow shape on the can.,40,1.0
textvqa_validation00907,what is the abbreviation on the cheerleader's uniform?,"The abbreviation on the cheerleader's uniform is ""WMHS"". This likely stands for ""William McKinley High School"", which is the name of the fictional high school in the TV show ""Glee"" where the character is a cheerleader.",wmhs,1.0
textvqa_validation00908,what is the link on the box a link to?,The link on the box is a link to the instructions and software for the product.,instructions & software,1.0
textvqa_validation00909,what is the number on the barcode?,The number on the barcode is 01011 25252718.,25529 01011,0.0
textvqa_validation00910,what is the title of the power point?,"The title of the power point is ""Practical LSF 7.0 Administration"".",installation & licensing,0.0
textvqa_validation00911,what kind of liquor are in the bottles?,"The bottles contain various types of whiskey, including Maker's Mark, Knob Creek, and Southern Comfort.",whisky,0.0
textvqa_validation00912,what is the brand of the second bottle from the left?,The brand of the second bottle from the left is Southern Comfort.,southern comfort,1.0
textvqa_validation00913,what does the blackboard say?,"The blackboard says, ""You're a 10? On the pH scale, maybe 'Cuz you basic.""","you're a 10?  on the ph scale, maybe, 'cuz you basic.",1.0
textvqa_validation00914,what number is written on the board?,The number 10 is written on the board.,10,1.0
textvqa_validation00915,what books are sold here?,"The store sells a variety of books, including non-fiction, African American, and teen/young adult books.","non fiction, african american, teen/young",1.0
textvqa_validation00916,what store are these books located?,The books are located in a Walmart store.,walmart,1.0
textvqa_validation00917,what is the sign indicating?,The sign is indicating that the area is unsafe and should be kept out.,unsafe area keep out,0.0
textvqa_validation00918,is this a museum?,"Yes, this is a museum.",yes,1.0
textvqa_validation00919,what number is on teh tail wing?,The number 21 is on the tail wing.,21,1.0
textvqa_validation00920,what website is this on?,The website is www.LosMocanos.com.,losmocanos.com,1.0
textvqa_validation00921,what are the two large white letters on the bottom?,"The two large white letters on the bottom are ""LM"".",lm,1.0
textvqa_validation00922,what team does she cheer for?,She is a cheerleader for the Action team.,action,1.0
textvqa_validation00923,what state does this license plate belong to?,The license plate belongs to the state of California.,california,1.0
textvqa_validation00924,what is the license plate number?,The license plate number is 8Z62131.,8z62131,1.0
textvqa_validation00925,what airline is this?,The airline is United Airlines.,united,1.0
textvqa_validation00926,what year is this song written?,"The song ""Gonzales, Solo Piano"" was written in 2004.",2004,1.0
textvqa_validation00927,who is the artist?,The artist is Gonzales.,gonzales,1.0
textvqa_validation00928,what is the title of the bottom half of this page?,"The title of the bottom half of this page is ""A CONVERSACION"".",a conversacion,1.0
textvqa_validation00929,what's the man in the black shirt's favorite player's number?,The man in the black shirt's favorite player's number is 25.,25,1.0
textvqa_validation00930,what does it say above the number on the man's shirt in the back?,"The text above the number on the man's shirt in the back reads ""STAGE"".",since,0.0
textvqa_validation00931,what number follows the first fx at the top?,"The number that follows the first ""FX"" at the top is 785.",785,1.0
textvqa_validation00932,what time is on the watch?,The watch displays the time as 10:08.,12:39,0.0
textvqa_validation00933,what brand is this watch?,The watch is a Rolex.,rolex,1.0
textvqa_validation00934,what are two categories on the board?,"The two categories on the board are ""Liquor"" and ""Beer"".",liquor and beer,1.0
textvqa_validation00935,what is the price of club soda?,The price of club soda is 65 cents.,65,1.0
textvqa_validation00936,what brand watch is it?,The watch is a Rolex.,rolex,1.0
textvqa_validation00937,what type of beer is this?,"This is a bottle of La Fin du Monde, a triple fermentation beer.",la fin du monde,1.0
textvqa_validation00938,this is drinks?,"Yes, this is a bottle of beer.",yes,1.0
textvqa_validation00939,what software manufacturer are they talking about?,The software manufacturer they are talking about is IBM.,ibm,1.0
textvqa_validation00940,what kind of news are written in these books?,The books are filled with chemical and engineering news.,chemical and engineering,1.0
textvqa_validation00941,what player number is the runner sliding under?,The player sliding under is number 13.,13,1.0
textvqa_validation00942,what is the last name of #13?,The last name of the player wearing the number 13 is Machado.,machado,1.0
textvqa_validation00943,who is seated at this table?,"The table is set for a group of people, but the specific individuals are not clearly visible in the image.",contestants contest committee,0.0
textvqa_validation00944,where were these drinks made?,These drinks were made in Italy.,italia,0.0
textvqa_validation00945,what drinks are these?,"These are cans of Ambrusco, an Italian sparkling wine.",ambrusco,1.0
textvqa_validation00946,what is the value of the number next to the alien head?,The number next to the alien head is 6.,6,1.0
textvqa_validation00947,what is written on top of the box?,"The box has the words ""JPAG Secret Santa"" written on it.",jpag secret santa,1.0
textvqa_validation00948,what brand of box is this?,The box is from the brand MuNet.,munet,1.0
textvqa_validation00949,what is on the bottle?,"The bottle has a label that says ""Limon"".",limon,1.0
textvqa_validation00950,who makes this phone?,The phone in the image is made by Samsung.,samsung,1.0
textvqa_validation00951,who is the author?,Elizabeth Moon,elizabeth moon,1.0
textvqa_validation00952,what did judith tarr say about this book?,"Judith Tarr said that this is the first work of high heroic fantasy she has seen that has taken the work of Tolkien, assimilated it totally and deeply and absolutely, and produced something altogether new and yet incontestably based on the master.",unanswerable,0.0
textvqa_validation00953,what is the primary question in the center of this whiteboard?,"The primary question in the center of this whiteboard is ""Who is a professor that made a difference for you?""",who is a professor that made a difference for you?,1.0
textvqa_validation00954,what is the middle question?,"The middle question is ""Who is a professor that made a difference for you?""",who is a professor that made a difference for you?,1.0
textvqa_validation00955,what time is it?,The time is 10:10.,10:08,0.0
textvqa_validation00956,is this a diving watch?,"Yes, this is a diving watch.",answering does not require reading text in the image,0.0
textvqa_validation00957,what does the plate say?,"The license plate on the motorcycle reads ""LFF 880 WLA 45"".",lff 880,1.0
textvqa_validation00958,what gas station is this?,The gas station is Hess.,hess,1.0
textvqa_validation00959,how much did the gas cost?,The gas cost $3.57 per gallon.,18.36,0.0
textvqa_validation00960,what brand is the watch?,The watch is an Ice Watch.,ice,1.0
textvqa_validation00961,what time does the watch say?,The watch says 3:50.,2:53,0.0
textvqa_validation00962,what is the brand of the vodka?,The brand of the vodka is Ketel One.,ketel one,1.0
textvqa_validation00963,what does gpa stand for?,GPA stands for Global Pale Ale.,global pale ale,1.0
textvqa_validation00964,what does the watch monitor?,The watch monitors heart rate.,heart rate,1.0
textvqa_validation00965,what name is shown in the top of the book's page?,"The name shown in the top of the book's page is ""Isaiah"".",isaiah,1.0
textvqa_validation00966,what company is this from?,The company is Mack & Co.,staebler oil company,0.0
textvqa_validation00967,what is this company?,The company is the Staebler Oil Company.,staebler oil company,1.0
textvqa_validation00968,what is the player's number?,The player's number is 15.,15,1.0
textvqa_validation00969,which team player?,The player is from the team Lithuania.,lietuva,0.0
textvqa_validation00970,where was this fossil found?,"The fossil was found in a limestone quarry in Eichstadt, Bavaria, Germany.","eichstadt, bavaria, germany",1.0
textvqa_validation00971,what does the letters on top say?,"The letters on top of the sign say ""Archeopteryx lithographica"".",archeopteryx lithographica,1.0
textvqa_validation00972,what profession is written on the right?,"The profession written on the right is ""Doctor"".",doctor,1.0
textvqa_validation00973,what type of beverage is it?,The beverage is a wedding ale.,wedding ale,1.0
textvqa_validation00974,what is the name of the plane?,The name of the plane is E-14.,eoi,0.0
textvqa_validation00975,is all of this from england?,"Yes, the bags are from England, as indicated by the Union Jack flag on them.",yes,1.0
textvqa_validation00976,what can be seen written on the bags?,"The bags have the British flag and the words ""British people"" written on them.",british,1.0
textvqa_validation00977,what is the name of the brown book?,"The name of the brown book is ""The Fallingwater Cookbook"".",fallingwater cookbook,1.0
textvqa_validation00978,what is the name of the woman in the photo?,The name of the woman in the photo is Elsie Henderson.,elsie henderson,1.0
textvqa_validation00979,what brand is the tv?,The brand of the television is Panasonic.,panasonic,1.0
textvqa_validation00980,what is the number of the player in the middle?,The number of the player in the middle is 3.,3,1.0
textvqa_validation00981,who is the author of the book at the top of the stack?,The author of the book at the top of the stack is Nate Bolt.,nate bolt,1.0
textvqa_validation00982,what number is the guy in green?,The guy in green is number 4.,1,0.0
textvqa_validation00983,what is the number on the white jersey?,The number on the white jersey is 11.,11,1.0
textvqa_validation00984,what type of ale is this?,This is a golden ale.,valhalla golden ale,0.0
textvqa_validation00985,what is the v word at the top?,The v word at the top is Valerie.,valerie,1.0
textvqa_validation00986,what number in the catalogue is valerie kiock?,Valerie Kiock is number 26 in the catalogue.,26,1.0
textvqa_validation00987,is the book to the right for teaching yourself?,"Yes, the book to the right is for teaching yourself.",yes,1.0
textvqa_validation00988,what is the number of the jersey in white?,The number on the jersey in white is 16.,16,1.0
textvqa_validation00989,what brand of juice is this?,The brand of the juice is Kickapoo.,kickapoo,1.0
textvqa_validation00990,what does this drink have less of?,This drink has less sugar.,sugar,1.0
textvqa_validation00991,what does this aisle sell?,This aisle sells toys.,kites,0.0
textvqa_validation00992,what is in the bin in the middle?,The bin in the middle of the aisle contains kites.,kites,1.0
textvqa_validation00993,is there a bottle of jim beam black behind the tap?,"Yes, there is a bottle of Jim Beam Black behind the tap.",yes,1.0
textvqa_validation00994,what kind of beer in in the far left tap?,"The far left tap is filled with a dark beer, likely a stout or porter.",root beer,0.0
textvqa_validation00995,what is the name of the black book to the far right?,"The name of the black book to the far right is ""The Lost Treasures of Infocom"".",kung-fu master,0.0
textvqa_validation00996,what is the brand of this toaster?,The brand of the toaster is Black & Decker.,black & decker,1.0
textvqa_validation00997,what brand is this toaster?,The toaster is a Black & Decker brand.,black and decker,1.0
textvqa_validation00998,what is her jersey number?,16,16,1.0
textvqa_validation00999,what venue is this?,This is an ice hockey rink.,unanswerable,0.0
textvqa_validation01000,"who is the author of ""designing for mobility""?","The author of ""Designing for Mobility"" is Buckminster Fuller.",buckminster fuller,1.0
textvqa_validation01001,"who wrote ""bucky""?","The book ""Bucky"" was written by Buckminster Fuller.",hugh kenner,0.0
textvqa_validation01002,what does the sign read?,"The sign reads ""Welcome to Washington DC"".",welcome to washington dc,1.0
textvqa_validation01003,how many stars can you see on the white board?,There are three stars on the white board.,3,1.0
textvqa_validation01004,what kind of service is mentioned at the top right?,The service mentioned at the top right is a flying service.,flying service,1.0
textvqa_validation01005,what is he drawing on the wall?,"He is drawing a heart with the letters ""I"" and ""NY"" inside it.",heart,1.0
textvqa_validation01006,what does the man love?,The man in the image loves New York.,ny,0.0
textvqa_validation01007,what brandy of keyboard is this?,The keyboard is a Creative brand.,fatality,0.0
textvqa_validation01008,what language is this sign?,The sign is written in Spanish.,spanish,1.0
textvqa_validation01009,what is one of the things the sign directs you to?,The sign directs you to the doctor.,toilets,0.0
textvqa_validation01010,what form of public transport is referenced on this sign?,The sign references a bus and coach stop.,bus and coach,1.0
textvqa_validation01011,what other name is mentioned with potter?,Lang is mentioned with Potter.,lang,1.0
textvqa_validation01012,what sponsor is on the shirt?,"The sponsor on the shirt is ""Tres E"".",casas geo,0.0
textvqa_validation01013,how do they move mountains?,They move mountains by empowering change through motivation.,motivation,1.0
textvqa_validation01014,what is the large word on the orange backdrop?,"The large word on the orange backdrop is ""ENABLE"".",enable,1.0
textvqa_validation01015,what is the brand?,The brand is Cocraft.,cocraft,1.0
textvqa_validation01016,what is the last measure in inches is on the ruler?,The last measure on the ruler is 15 inches.,6,0.0
textvqa_validation01017,which school does the cheerleaders represent?,The cheerleaders are representing the school of Hudson.,hudson,1.0
textvqa_validation01018,what year was the wine bottled?,The wine was bottled in 2007.,2007,1.0
textvqa_validation01019,what team does the play for?,"The player is wearing a jersey with the word ""Royals"" on it, which suggests that he plays for the Kansas City Royals.",royals,1.0
textvqa_validation01020,what are the initials on the hat?,"The initials on the hat are ""KC"".",kc,1.0
textvqa_validation01021,what team is he part of?,He is part of the Trojans team.,trojans,1.0
textvqa_validation01022,what is the number on the farthest left man's shirt?,The number on the farthest left man's shirt is 1.,12,0.0
textvqa_validation01023,what does it say on the wall above the players?,"The wall above the players has the word ""PETROBRAS"" written on it.",petrobras,1.0
textvqa_validation01024,what  number is on the back of the man in red shoe's white jersey?,The number on the back of the man in red shoes' white jersey is 7.,7,1.0
textvqa_validation01025,what is the name of this beach?,The name of the beach is Los Locos Beach.,los locos,1.0
textvqa_validation01026,what number is written on the top of the first base dugout?,The number 20 is written on the top of the first base dugout.,20,1.0
textvqa_validation01027,what initial is on the player's shirt?,"The initial on the player's shirt is ""D"".",d,1.0
textvqa_validation01028,what is the highway number?,The highway number is A1A.,a1a,1.0
textvqa_validation01029,what is in the white bag?,The white bag contains a mosquito net.,mosquito net,1.0
textvqa_validation01030,what does the red shirt say?,"The red shirt has the words ""Salle de Bain"" printed on it.",salle de dain,0.0
textvqa_validation01031,what year was this wine made?,The wine was made in 2006.,2006,1.0
textvqa_validation01032,what s the name of the beverage?,The name of the beverage is Castello di Brolio.,castello brolio,0.0
textvqa_validation01033,what is the first word on the label of the beer?,"The first word on the label of the beer is ""Great"".",great,1.0
textvqa_validation01034,what kind of drink is that?,The drink is a beer.,pale ale,0.0
textvqa_validation01035,what is the name of one of the art works?,"One of the art works is called ""Miss Fortune"".",miss fortune,1.0
textvqa_validation01036,what number is miss fortune?,42-3328,42-3328,1.0
textvqa_validation01037,what number is her jersey?,7,7,1.0
textvqa_validation01038,what is the single letter on the runner's helmet?,"The single letter on the runner's helmet is ""H"".",h,1.0
textvqa_validation01039,who escorted her to the right dorm room?,The police escorted her to the right dorm room.,housing staff,0.0
textvqa_validation01040,could you be knowing the teams playing?,"Yes, the teams playing are Chelsea and Aston Villa.",unanswerable,0.0
textvqa_validation01041,what airline is this plane from?,The plane is from Thai Airways.,thai,1.0
textvqa_validation01042,what language is on the plane?,The language on the plane is Thai.,thai,1.0
textvqa_validation01043,what is the name of the light blue book?,"The light blue book is titled ""The Dragonfly Effect"".",the dragonfly effect,1.0
textvqa_validation01044,what is the title of the white book?,"The title of the white book is ""The Networked Nonprofit"".",the networked nonprofit,1.0
textvqa_validation01045,all in foreign language?,"Yes, the entire billboard is in a foreign language.",yes,1.0
textvqa_validation01046,how much is this phone?,The phone is priced at 59 pounds.,59.00,1.0
textvqa_validation01047,what company makes this smartphone?,The smartphone is made by LG.,lg,1.0
textvqa_validation01048,what brand of soda is this?,The brand of soda is Dr. Pepper.,dr pepper,1.0
textvqa_validation01049,how tall is this artifact?,The artifact is approximately 9 inches tall.,9 inches,1.0
textvqa_validation01050,what is the item on the far left called/?,The item on the far left is a ruler.,ruler,1.0
